T,N,M,Classification,DescY,DescR,DescM,Grade,HER2,ER,PR,Stage
T1b,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T1c,N2,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T1c,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T1c,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T2,N2,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T2,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T2,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T3,N1,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T3,N1a,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T3,N1b,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T3,N1c,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T3,N2,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T3,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T3,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IB
T0,N2,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T0,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T0,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T1,N2,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T1,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T1,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T1mi,N2,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T1mi,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T1mi,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T1a,N2,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T1a,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T1a,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T1b,N2,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T1b,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T1b,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T1c,N2,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T1c,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T1c,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T2,N2,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T2,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T2,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T3,N1,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T3,N1a,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T3,N1b,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T3,N1c,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T3,N2,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T3,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T3,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IIIA
T0,N2,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T0,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T0,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T1,N2,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T1,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T1,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T1mi,N2,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T1mi,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T1mi,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T1a,N2,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T1a,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T1a,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T1b,N2,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T1b,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T1b,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T1c,N2,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T1c,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T1c,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T2,N2,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T2,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T2,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T3,N1,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T3,N1a,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T3,N1b,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T3,N1c,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T3,N2,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T3,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T3,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IIIA
T0,N2,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T0,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T0,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T1,N2,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T1,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T1,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T1mi,N2,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T1mi,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T1mi,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T1a,N2,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T1a,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T1a,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T1b,N2,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T1b,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T1b,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T1c,N2,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T1c,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T1c,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T2,N2,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T2,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T2,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T3,N1,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T3,N1a,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T3,N1b,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T3,N1c,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T3,N2,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T3,N2a,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T3,N2b,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IIIB
T0,N2,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T0,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T0,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T1,N2,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T1,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T1,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T1mi,N2,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T1mi,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T1mi,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T1a,N2,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T1a,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T1a,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T1b,N2,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T1b,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T1b,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T1c,N2,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T1c,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T1c,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T2,N2,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T2,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T2,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T3,N1,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T3,N1a,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T3,N1b,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T3,N1c,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T3,N2,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T3,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T3,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IIA
T0,N2,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T0,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T0,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T1,N2,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T1,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T1,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T1mi,N2,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T1mi,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T1mi,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T1a,N2,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T1a,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T1a,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T1b,N2,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T1b,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T1b,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T1c,N2,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T1c,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T1c,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T2,N2,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T2,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T2,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T3,N1,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T3,N1a,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T3,N1b,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T3,N1c,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T3,N2,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T3,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T3,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IIIA
T0,N2,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T0,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T0,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T1,N2,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T1,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T1,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T1mi,N2,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T1mi,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T1mi,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T1a,N2,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T1a,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T1a,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T1b,N2,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T1b,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T1b,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T1c,N2,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T1c,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T1c,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T2,N2,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T2,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T2,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T3,N1,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T3,N1a,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T3,N1b,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T3,N1c,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T3,N2,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T3,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T3,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IIIA
T0,N2,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T0,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T0,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T1,N2,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T1,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T1,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T1mi,N2,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T1mi,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T1mi,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T1a,N2,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T1a,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T1a,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T1b,N2,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T1b,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T1b,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T1c,N2,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T1c,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T1c,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T2,N2,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T2,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T2,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T3,N1,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T3,N1a,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T3,N1b,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T3,N1c,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T3,N2,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T3,N2a,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T3,N2b,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IIIA
T0,N2,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T0,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T0,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T1,N2,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T1,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T1,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T1mi,N2,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T1mi,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T1mi,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T1a,N2,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T1a,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T1a,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T1b,N2,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T1b,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T1b,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T1c,N2,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T1c,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T1c,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T2,N2,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T2,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T2,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T3,N1,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T3,N1a,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T3,N1b,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T3,N1c,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T3,N2,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T3,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T3,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IIB
T0,N2,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T0,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T0,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T1,N2,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T1,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T1,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T1mi,N2,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T1mi,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T1mi,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T1a,N2,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T1a,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T1a,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T1b,N2,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T1b,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T1b,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T1c,N2,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T1c,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T1c,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T2,N2,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T2,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T2,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T3,N1,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T3,N1a,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T3,N1b,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T3,N1c,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T3,N2,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T3,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T3,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IIIA
T0,N2,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T0,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T0,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T1,N2,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T1,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T1,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T1mi,N2,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T1mi,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T1mi,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T1a,N2,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T1a,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T1a,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T1b,N2,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T1b,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T1b,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T1c,N2,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T1c,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T1c,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T2,N2,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T2,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T2,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T3,N1,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T3,N1a,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T3,N1b,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T3,N1c,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T3,N2,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T3,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T3,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIA
T0,N2,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T0,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T0,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T1,N2,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T1,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T1,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T1mi,N2,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T1mi,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T1mi,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T1a,N2,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T1a,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T1a,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T1b,N2,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T1b,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T1b,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T1c,N2,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T1c,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T1c,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T2,N2,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T2,N2a,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T2,N2b,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T3,N1,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T3,N1a,M0,p,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
